ceref,name_en,website_url,name_disambiguation_status,operational_status,asset_classes,style,sub_strategy,illiquid_book_likelihood,cayman_fund_signals,us_lp_signals,geographic_focus,sector_focus,family_office_type,parent_org,parent_relationship,aum_raw_string,aum_currency,aum_usd_m,linkedin_url,ir_email,emails_on_site,generic_emails_on_site,also_holds_type_1,also_holds_type_4,all_sfc_ra_types,evidence_strength,rationale,classification_source,serpapi_kg_summary,source_markdown_path,classified_at_utc,classifier_version,email_extraction_cleared,website_accuracy,deep_scrape_attempted_utc,deep_scrape_status,hunter_email,hunter_score,hunter_status,hunter_attempted_utc
BBL650,Bridgeway Prime Shop Fund Management Limited,https://www.bwfund.com,high_confidence,active,real_assets,buy_and_hold,Hong Kong retail shop investment,high,,,hong_kong,real_estate,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",multiple_pages_corroborate,"The website demonstrates a Hong Kong-focused real estate fund investing directly in retail shops, with a value-add strategy that implies long-term holding and illiquid private positions.",website,,data\firm_pages\BBL650.md,2026-05-28T06:40:40Z,v2-2026-05-27,,verified,2026-05-29T01:21:34+00:00,,,,,
BBM607,Enhanced Investment Management Limited,https://www.enhancedinvestment.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The domain enhancedinvestment.com appears to be a parked page with no actual content about the firm; no business information, asset classes, or any details available.",none,,data\firm_pages\BBM607.md,2026-05-28T07:48:15Z,v2-2026-05-27,,not_found,,,,,,
BBM841,Zynergy Asset Management Limited,https://www.zynergy.com/,medium_confidence,active,"private_equity,public_equity,private_credit,real_assets",mixed,AI-driven private investment partnership,medium,,true,,"tech,generalist",not_applicable,,n_a,,,,,info@zynergy.com,,info@zynergy.com,false,true,"4,9",inferred_from_name_or_parent,"The firm presents as a standalone private investment partnership with a focus on AI-driven investments across private companies and alternative assets, suggesting some illiquid exposure; no parent group mentioned, so classified as standalone; AUM not stated.",website,"KG title: Synergy Computers and Communications Limited
KG type: Corporate office in Hong Kong",data\firm_pages\BBM841.md,2026-05-28T14:52:17Z,v2-2026-05-27,,probable,,,,,,
BBN063,Rongtong Global Investment Limited,https://www.global.rtfund.com,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,,none,,,2026-05-28T14:02:46Z,v2-2026-05-27,,not_found,,,,,,
BBN073,Gold Mountains Asset Management Limited,https://www.gmasset.com.hk,high_confidence,active,"public_equity,private_equity",mixed,mining-focused investment,medium,,,global,mining,not_applicable,"Zijin Mining Group Co., Ltd.",subsidiary,,,,,info@gmasset.com.hk,,info@gmasset.com.hk,false,true,"4,9",inferred_from_name_or_parent,"Website states GMA is a subsidiary of Zijin Mining Group, specializes in mining-focused investments including long-bias and private equity strategies, suggesting a medium likelihood of illiquid holdings due to parent's mining operations and stated private equity capability.",website,,data\firm_pages\BBN073.md,2026-05-28T08:15:30Z,v2-2026-05-27,,probable,,,,,,
BBP079,Zenas Capital Management Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T14:52:03Z,v2-2026-05-27,,not_found,,,,,,
BBP735,Zhongtai International Asset Management Limited,https://www.ztsc.com.hk,medium_confidence,active,"public_equity,public_credit,multi",mixed,,medium,,,greater_china,generalist,not_applicable,"Zhongtai Securities Co., Ltd.",subsidiary,,,,,,,,false,true,"4,9",inferred_from_name_or_parent,"Zhongtai International Asset Management is the Hong Kong subsidiary of the Chinese securities firm Zhongtai Securities. The website shows it provides cross-border wealth management, IPO underwriting, and FICC services, indicating both public equity and credit activities. Although no explicit AUM or illiquid asset classes were stated, as a major Chinese securities group, it likely has some exposure to private placements and structured products, leading to a medium illiquid book likelihood.",website,,data\firm_pages\BBP735.md,2026-05-28T14:52:14Z,v2-2026-05-27,,probable,,,,,,
BBQ417,HS Group (Hong Kong) Limited,https://www.hsgfunds.com,medium_confidence,active,"private_equity,fund_of_funds",buy_and_hold,seed capital to alternative asset managers,high,,true,asia,generalist,not_applicable,,n_a,approximately $2.4 billion in assets under management and commitment across three private equity structured funds,USD,2400,,,,,false,false,9,multiple_pages_corroborate,"Website clearly states HS Group is an independent institutional firm providing seed capital to alternative asset managers, with $2.4B AUM across private equity structured funds, investing in portfolio companies globally, indicating a high likelihood of illiquid commitments.",website,,data\firm_pages\BBQ417.md,2026-05-28T08:38:15Z,v2-2026-05-27,,probable,,,,,,
BBQ448,HWA Asset Management Limited,https://www.hanhua.com,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T08:38:35Z,v2-2026-05-27,,not_found,,,,,,
BBR445,"Greenland (Asia) Securities Co., Limited",,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T08:17:12Z,v2-2026-05-27,,not_found,,,,,,
BBS512,Total Invest Group Asset Management (Hong Kong) Limited,https://www.tig.com.hk,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T14:34:33Z,v2-2026-05-27,,not_found,,,,,,
BBS728,Ally Bridge Group (HK) Limited,https://www.ally-bridge.com,high_confidence,active,"private_equity,public_equity",directional_long,healthcare focused,high,,,global,healthcare,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",multiple_pages_corroborate,"The website clearly describes Ally Bridge Group as a global healthcare investment manager with dedicated private equity and long-biased public equity strategies, and mentions being lead or co-lead on over $6 billion of transactions, confirming active operations and a substantial illiquid private equity book.",consensus_website_plus,,data\firm_pages\BBS728.md,2026-05-28T06:02:48Z,v2-2026-05-27,,verified,2026-05-29T01:21:34+00:00,,,,,
BBS884,Auspicious Capital Management Limited,https://www.auspiciouscm.com,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T06:09:29Z,v2-2026-05-27,,not_found,,,,,,
BBT108,Impression Investment Limited,https://www.impressioninvest.com,ambiguous,no_site_found,unknown,unknown,,unknown,,,,none,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,The domain appears not connected to a website; no information about Impression Investment Limited was available.,none,,data\firm_pages\BBT108.md,2026-05-28T09:02:25Z,v2-2026-05-27,,not_found,,,,,,
BBT325,Midas Capital Partners Hong Kong Limited,https://www.midascapitalpartners.com,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T15:43:31Z,v2-2026-05-27,,not_found,,,,,,
BBT713,Genesis Capital Investment (HK) Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T08:17:27Z,v2-2026-05-27,,not_found,,,,,,
BBT933,GRT Capital Management Limited,https://www.grtcm.com,high_confidence,active,"private_credit,real_assets",buy_and_hold,"direct real estate development, strategic land investment",high,,,,real_estate,not_applicable,,n_a,,,,,,,info@grtcm.com,false,true,"4,9",multiple_pages_corroborate,"GRT Capital Management is a standalone HK-licensed firm (SFC Type 9) that explicitly offers Private Credit Investment, Strategic Land Investment, and Direct Real Estate Development, all of which are illiquid private asset classes; there is no mention of a parent group, so it is treated as independent; geographics, AUM, and other fields are not stated.",website,,data\firm_pages\BBT933.md,2026-05-28T08:15:46Z,v2-2026-05-27,,verified,,,,,rate_limited,2026-05-29T06:20:42+00:00
BBU259,Xingtai Capital Management Limited,https://www.xingtaicap.com,medium_confidence,active,public_equity,directional_long,"long only China equity, high conviction fundamental bottom-up",low,,,greater_china,generalist,not_applicable,,n_a,,,,,investors@xingtaicap.com,investors@xingtaicap.com,,false,false,9,one_clear_statement,"Website explicitly describes a long-only China equity fund with no illiquid private assets; standalone Hong Kong SFC Type 9 firm, not a subsidiary of a larger group; no parent group mentioned.",website,,data\firm_pages\BBU259.md,2026-05-28T14:48:00Z,v2-2026-05-27,,probable,,,,,,
BBU801,CreditEase Wealth Management (HK) Limited,https://english.creditease.cn/,high_confidence,active,"private_equity,private_credit,real_assets,public_equity,public_credit,fund_of_funds,multi",mixed,"wealth management, inclusive finance, marketplace lending, robo-advisory",medium,,,china,"tech,financials,consumer,generalist",not_applicable,CreditEase,subsidiary,,,,,,,,false,true,"4,9",one_clear_statement,"Website explicitly states CreditEase is a FinTech conglomerate specializing in inclusive finance, wealth management, marketplace lending, robo-advisory, and insurance, and its wealth management arm focuses on global asset allocation for HNWIs; parent group likely operates illiquid private credit lending and fund-of-funds, but emphasis on fintech and lending suggests a mix of liquid and illiquid exposures.",website,,data\firm_pages\BBU801.md,2026-05-28T07:10:00Z,v2-2026-05-27,,verified,,,,,,
BBU885,Brilliance Asset Management Limited,https://www.brilliancecap.com/,medium_confidence,active,public_equity,directional_long,"long-only equity in China A, HK, US ADRs; consumer, leisure, services, advanced manufacturing, cyclicals, internet",low,,,greater_china,"consumer,services,advanced_manufacturing,cyclicals,internet",not_applicable,,n_a,,,,,bd@brilliancecap.com,bd@brilliancecap.com,,false,false,9,one_clear_statement,"Website explicitly states the firm is an equity investment manager focused on public equities in China, Hong Kong, and US ADRs, with no mention of any illiquid private investments or parent group; thus classified as low illiquid likelihood and purely public equity.",website,,data\firm_pages\BBU885.md,2026-05-28T06:41:03Z,v2-2026-05-27,,probable,,,,,,
BBX134,All-Stars Investment Limited,https://www.allstarsinvestment.com,high_confidence,active,public_equity,directional_long,,low,,,asia,"consumer,generalist",not_applicable,,n_a,,,,,,,,true,true,"1,4,9",inferred_from_name_or_parent,"Site describes holding a basket of 'All-Star' champions investing in happiness for consumers, indicating a long-only public equity focus with no mention of illiquid private assets.",website,,data\firm_pages\BBX134.md,2026-05-28T06:03:20Z,v2-2026-05-27,,probable,,,,,,
BBX176,Swiss International Asset Management Limited,https://www.siam.hk,high_confidence,active,"private_equity,public_equity,public_credit,multi",mixed,,medium,,,global,generalist,multi,,n_a,,,,,contact@siam.hk,,contact@siam.hk,false,true,"4,9",multiple_pages_corroborate,"The site explicitly offers private equity deals, structured products, alternatives, and family office services, indicating a multi-asset, mixed-style boutique with some illiquid exposure; no parent group mentioned, so it is standalone.",website,,data\firm_pages\BBX176.md,2026-05-28T14:20:36Z,v2-2026-05-27,,verified,,,,,,
BBX611,Core Pacific - Yamaichi Asset Management Limited,https://www.cpy.com.hk,high_confidence,active,"public_equity,public_credit,unknown",mixed,brokerage and wealth management,medium,,,greater_china,generalist,not_applicable,,n_a,,,,,,,info@cpy.com.hk,false,false,9,inferred_from_name_or_parent,"The site is for a brokerage and wealth management firm with no clear mention of asset management or private investment activities, but as a financial group in Hong Kong it may have some illiquid exposure, hence medium likelihood.",website,,data\firm_pages\BBX611.md,2026-05-28T07:08:32Z,v2-2026-05-27,,probable,,,,,rate_limited,2026-05-29T06:20:44+00:00
BBY950,Arkkan Capital Management Limited,https://www.arkkancapital.com,medium_confidence,active,private_credit,directional_long,special situations credit,high,,,asia_pacific,generalist,not_applicable,,n_a,,,,,,,,false,false,9,one_clear_statement,"Firm's website clearly states it is a Hong Kong-based alternative asset manager focused on Asia Pacific credit and special situations, including stressed and distressed debt, indicating a high likelihood of illiquid positions.",website,,data\firm_pages\BBY950.md,2026-05-28T06:03:50Z,v2-2026-05-27,,probable,,,,,,
BBZ004,M&G Investments (Hong Kong) Limited,http://www.mandg.hk/,medium_confidence,active,"private_equity,private_credit,real_assets,public_equity,public_credit,multi",mixed,,medium,,,global,generalist,not_applicable,M&G plc,subsidiary,,,,,,,,true,true,"1,4,9",multiple_pages_corroborate,"M&G Investments (HK) is a subsidiary of M&G plc, a major global asset manager with public equities, fixed income, multi-asset, and private markets capabilities (as shown on the site), so illiquid likelihood is medium for the parent group.",consensus_website_plus,,data\firm_pages\BBZ004.md,2026-05-28T13:04:10Z,v2-2026-05-27,,probable,,,,,,
BBZ266,Atlantic Asset Management Limited,https://www.hk1282am.com,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T06:10:15Z,v2-2026-05-27,,not_found,,,,,,
BCB727,IvyRock Asset Management (HK) Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T09:04:17Z,v2-2026-05-27,,not_found,,,,,,
BCB840,Getta Asset Management Limited,https://www.cfkab.com,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T08:17:08Z,v2-2026-05-27,,not_found,,,,,,
BCC538,Sun Life Asset Management (HK) Limited,https://www.sunlife.com.hk/,medium_confidence,active,"public_equity,public_credit",mixed,,medium,,,hong_kong,generalist,not_applicable,Sun Life Financial,subsidiary,,,,,,,,false,true,"4,9",multiple_pages_corroborate,"The website is an insurance and wealth management site for Sun Life Hong Kong, with no specific asset management or investment strategy details. As a subsidiary of Sun Life Financial (a major insurer with both liquid and private asset capabilities globally), illiquid_book_likelihood is set to medium based on parent group posture, but no private asset classes or AUM are directly supported by the scraped page.",consensus_website_plus,"KG title: Sun Life Hong Kong Limited
KG type: Insurance company
KG ceo: Clement Lam (2021–)
KG parent_organization: Sun Life Assurance Company of Canada
KG subsidiaries: Sun Life Trustee Company Limited",data\firm_pages\BCC538.md,2026-05-28T14:21:37Z,v2-2026-05-27,,probable,,,,,,
BCD276,Topaz Capital Management Limited,https://www.topaz.hk/,medium_confidence,active,"private_equity,public_equity,multi",mixed,family office multi-asset,medium,,,greater_china,generalist,multi,,n_a,,,,,info@topaz.hk,,info@topaz.hk,false,false,9,inferred_from_name_or_parent,"Website presents Topaz as a multi-family office based in Hong Kong, offering services including private equity investments (private equity) and discretionary accounts, indicating a mixed portfolio with both public and private assets. No global parent group identified; it is a standalone HK entity. Illiquid book likelihood set to medium because private equity is explicitly listed among services. AUM not disclosed.",website,,data\firm_pages\BCD276.md,2026-05-28T14:34:15Z,v2-2026-05-27,,probable,,,,,,
BCE759,Proprium Capital Partners (Hong Kong) Limited,https://proprium.com/,high_confidence,active,real_assets,buy_and_hold,real estate principal investing,high,,true,global,real_estate,not_applicable,L&G (Legal & General),subsidiary,$ 3.3 BILLION Net Equity AuM,USD,3300,,,,enquiries@proprium.com,false,false,9,multiple_pages_corroborate,"Website clearly states Proprium is part of L&G, a major asset manager, and describes itself as a real estate focused principal investing firm with $3.3B net equity AUM, investments in living, lodging, and logistics sectors, and institutional LP base — indicating a high likelihood of holding illiquid private real assets.",consensus_website_plus,,data\firm_pages\BCE759.md,2026-05-28T13:41:01Z,v2-2026-05-27,,verified,2026-05-29T01:21:34+00:00,,,,rate_limited,2026-05-29T06:20:46+00:00
BCH702,Ninety One Hong Kong Limited,https://www.ninetyone.com/en/hong-kong,medium_confidence,active,"public_equity,public_credit,multi",mixed,,low,,,asia,generalist,not_applicable,,n_a,,,,,,,,true,true,"1,2,4,9",multiple_pages_corroborate,"The website prominently features emerging market equities, multi-asset strategies, and debt funds, but no mention of private equity, private credit, real assets, or secondaries; Ninety One is historically a public-markets investment manager (formerly Investec Asset Management), so illiquid book likelihood is low.",consensus_website_plus,,data\firm_pages\BCH702.md,2026-05-28T04:53:08Z,v2-2026-05-27,,probable,,,,,,
BCH802,Infore Capital Management (Hong Kong) Company Limited,https://inforecapital.com,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T09:03:50Z,v2-2026-05-27,,not_found,,,,,,
BCI175,Heitman International HK Limited,https://www.heitman.com,medium_confidence,active,"private_equity,private_credit,public_equity,real_assets",buy_and_hold,real estate across debt and equity,high,,,global,real_estate,not_applicable,,n_a,Billion in assets under management 47,USD,47000,,,,,true,true,"1,4,9",multiple_pages_corroborate,"Heitman's homepage explicitly states 'Private Equity', 'Private Debt', 'Public Equity' strategies with a focus on real estate and $47 billion AUM, indicating a high likelihood of illiquid private investments needing fair-value opinions.",consensus_website_plus,,data\firm_pages\BCI175.md,2026-05-28T08:38:27Z,v2-2026-05-27,,probable,,,,,,
BCJ381,Epigen Group (Hong Kong) Limited,https://epigengroup.com/,high_confidence,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,epigen@epigengroup.com,epigen@epigengroup.com,,false,true,"4,9",no_evidence,"The website is a placeholder with only an email address and no substantive content about the firm's strategy, assets, or parent group.",none,,data\firm_pages\BCJ381.md,2026-05-28T07:48:19Z,v2-2026-05-27,,unverified,,,,,,
BCJ692,Hooray Asset Management Limited,https://uth.com.hk,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,"The provided source text is entirely unrelated to Hooray Asset Management Limited; it appears to be content for a company called 环球实业科技控股有限公司 (Global Tech Holdings, listed as 1026.HK) and mentions e-commerce and property investment. No content for Hooray was found.",none,,data\firm_pages\BCJ692.md,2026-05-28T04:50:22Z,v2-2026-05-27,,not_found,,,,,,
BCL474,Profound Capital Limited,https://www.hjycapital.com,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T13:40:58Z,v2-2026-05-27,,not_found,,,,,,
BCL633,Boswell Capital Management Limited,https://www.boswellmgmt.com,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,"The source text returned a 403 Forbidden error, indicating no accessible site content. Therefore no information is available to classify the firm.",none,,data\firm_pages\BCL633.md,2026-05-28T06:40:48Z,v2-2026-05-27,,not_found,,,,,,
BCM666,Harmony Advisors Limited,https://www.harmonyadvisors.com,high_confidence,active,multi,mixed,"multi-family office, alternative asset classes",medium,,,greater_china,generalist,multi,,n_a,,,,,,,,true,true,"1,2,4,9",one_clear_statement,"The firm's website explicitly states it is a multi-family office serving UHNW families in HK and China, offering asset management and alternative asset classes, with SFC Type 9 license, indicating an active firm with a mixed style and medium illiquid exposure.",website,,data\firm_pages\BCM666.md,2026-05-28T08:38:26Z,v2-2026-05-27,,verified,,,,,,
BCN380,Morningstar Investment Management Asia Limited,https://www.morningstar.hk/,medium_confidence,active,"public_equity,public_credit,unknown",mixed,,low,,,asia,generalist,not_applicable,"Morningstar, Inc.",subsidiary,,,,https://www.linkedin.com/company/morningstar,,,,false,true,4,multiple_pages_corroborate,"Morningstar Investment Management Asia Limited is a subsidiary of Morningstar, Inc., a global financial services firm primarily known for investment research, fund ratings, and index data. The website is a news and research portal for financial professionals and individual investors in Asia, not an investment management site. Morningstar's core business is analytical and data services rather than asset management with illiquid private positions.",consensus_website_plus,"KG title: Morningstar Asia Limited
KG type: Research institute in Hong Kong",data\firm_pages\BCN380.md,2026-05-28T13:04:43Z,v2-2026-05-27,,probable,,,,,,
BCO369,Venture Smart Asia Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,,none,,,2026-05-28T14:41:11Z,v2-2026-05-27,,not_found,,,,,,
BCO948,Nexus Investment Advisors Limited,https://nexus.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The scraped website is about Amphenol NEXUS Technologies, a connector and switch manufacturer, completely unrelated to the named asset manager Nexus Investment Advisors Limited. No investment management content found.",none,,data\firm_pages\BCO948.md,2026-05-28T13:18:13Z,v2-2026-05-27,,not_found,,,,,,
BCP220,Symmetry Investments (Hong Kong) Limited,https://www.symmetryinvestments.com,high_confidence,active,"public_equity,public_credit,multi",mixed,,low,true,false,global,generalist,not_applicable,,n_a,,,,,ir@symmetryinvestments.com,,ir@symmetryinvestments.com,false,false,9,guessed,"Symmetry Investments is a standalone boutique asset manager with global offices and a Cayman fund presence, but no explicit mention of private or illiquid asset classes; classified as a liquid-focused multi-asset manager based on typical profile and lack of evidence to the contrary.",website,,data\firm_pages\BCP220.md,2026-05-28T14:21:00Z,v2-2026-05-27,,probable,,,,,,
BCP239,APC Partners Limited,https://www.apcpartners.net,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T06:03:38Z,v2-2026-05-27,,not_found,,,,,,
BCP465,Golden Full Asset Management Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T08:16:07Z,v2-2026-05-27,,not_found,,,,,,
BCQ145,Mighty Divine Investment Management Limited,https://www.mightydivine.com/,high_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,The domain name MightyDivine.com is for sale on GoDaddy and contains no content related to the firm Mighty Divine Investment Management Limited; no company website was found.,none,,data\firm_pages\BCQ145.md,2026-05-28T13:04:53Z,v2-2026-05-27,,not_found,,,,,,
BCQ539,MCG Management Limited,http://www.manifold-cap.com,ambiguous,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,5,9",no_evidence,"The website appears to be a contact/note-leaving page for Manifold, not MCG Management Limited, with no substantive content; treated as placeholder site.",none,,data\firm_pages\BCQ539.md,2026-05-28T13:04:35Z,v2-2026-05-27,,suspect,,,,,,
BCR090,Insight Capital Investment Limited,https://www.insight.com.hk/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The website returned only an error/unavailable message with no firm-specific content, so no information could be extracted.",none,,data\firm_pages\BCR090.md,2026-05-28T09:03:27Z,v2-2026-05-27,,not_found,,,,,,
BCS288,Neo-Criterion Capital Limited,https://www.neo-criterion.com,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T15:45:08Z,v2-2026-05-27,,not_found,,,,,,
BCU034,Orbis Investment Management (Hong Kong) Limited,https://orbis.com,high_confidence,active,public_equity,directional_long,value investing,low,,true,global,generalist,not_applicable,Orbis Investment Management Ltd.,subsidiary,,,,,,,,true,false,"1,9",multiple_pages_corroborate,"The website describes Orbis as a value-oriented long-term investor in undervalued public companies, with no mention or evidence of private equity, private credit, real assets, or other illiquid holdings; illiquid_book_likelihood set to low accordingly.",consensus_website_plus,,data\firm_pages\BCU034.md,2026-05-28T13:29:20Z,v2-2026-05-27,,verified,,,,,,
BCU988,Zentrum Capital Advisors Limited,https://www.zentrumcapital.com,high_confidence,active,multi,mixed,,low,,,asia,generalist,not_applicable,,n_a,,,,,,,,false,false,9,inferred_from_name_or_parent,"Website describes trend following and capital preservation for Asian markets, no mention of illiquid private assets, so classified as low likelihood for illiquid book.",website,,data\firm_pages\BCU988.md,2026-05-28T14:52:13Z,v2-2026-05-27,,probable,,,,,,
BCW433,Kontiki Capital Management (HK) Limited,https://www.kontikicap.com,medium_confidence,active,public_equity,directional_long,long term fundamental value,low,,,,generalist,not_applicable,,n_a,,,,,,,,false,false,9,inferred_from_name_or_parent,"The website describes a long-term oriented fundamental investment process with no mention of private equity, private credit, or other illiquid assets, indicating a focus on public equities. The firm is standalone with no parent group, and illiquid holdings appear unlikely.",website,,data\firm_pages\BCW433.md,2026-05-28T12:36:28Z,v2-2026-05-27,,probable,,,,,,
BCY137,IP Investment Management (HK) Limited,https://www.ip-im.com/hk/,high_confidence,active,real_assets,buy_and_hold,"living sectors real estate (student accommodation, build-to-rent, PBSA)",high,,,uk_europe_usa,real_estate,not_applicable,,n_a,US$300m+ Assets Under Management,USD,300,,,"hk@ip-im.com,sg@ip-im.com,uk@ip-im.com",,false,true,"4,9",multiple_pages_corroborate,"The website clearly states IPIM is a real estate fund manager specialising in direct institutional-quality investments in the living sectors, with AUM of US$300m+, total transaction value of US$500m+, and 18 transactions, indicating a focused illiquid real assets strategy.",website,,data\firm_pages\BCY137.md,2026-05-28T09:02:58Z,v2-2026-05-27,,verified,2026-05-29T01:21:34+00:00,,,,,
BCZ085,Great Wall Pan Asia Asset Management Limited,https://www.gwpaholdings.com,ambiguous,active,"private_credit,real_assets,public_equity,public_credit",buy_and_hold,不良资产投资与处置,high,false,false,greater_china,"real_estate,financials,generalist",not_applicable,"中国长城资产管理股份有限公司 (China Great Wall Asset Management Co., Ltd.)",subsidiary,,,,,,,,false,false,9,inferred_from_name_or_parent,"Great Wall Pan Asia is the Hong Kong SFC Type 9 subsidiary of China Great Wall Asset Management, a state-owned distressed asset manager (AMC) deeply involved in NPLs, real estate, and structured credit. The parent's core business is illiquid private credit and real assets, so 'high' illiquid book is warranted. The website shows active property investment and integrated financial services with SFC licenses, but no explicit AUM or fund structure details for the HK entity.",website,,data\firm_pages\BCZ085.md,2026-05-29T09:56:09Z,v2-2026-05-27,,suspect,2026-05-29T04:20:19+00:00,,,,,
BCZ158,Dantai Capital Limited,https://www.dantai.com/,high_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,info@dantai.com,false,false,9,no_evidence,"Website contains only disclaimer and contact information; no description of investment strategy, asset classes, or AUM. Operational status set to no_site_found as substantive content is absent.",none,,data\firm_pages\BCZ158.md,2026-05-28T07:33:15Z,v2-2026-05-27,,not_found,,,,,,
BDA760,DaoKou Asset Management Limited,https://www.daokousec.com/index.html,medium_confidence,active,"public_equity,unknown",unknown,,low,,,greater_china,generalist,not_applicable,,n_a,,,,,,,,false,true,"4,9",inferred_from_name_or_parent,"Site primarily shows brokerage and securities trading services; 'asset management' is listed as a core business but no details on private or illiquid investments; the firm appears to be a standalone HK broker-dealer with a Type 9 license, no parent group identified, and no evidence of private equity/credit offerings.",website,,data\firm_pages\BDA760.md,2026-05-28T07:32:20Z,v2-2026-05-27,,probable,,,,,,
BDC354,PC Securities Limited,https://www.pcsfg.com/pcs,medium_confidence,active,"public_equity,public_credit,fund_of_funds",mixed,,low,,,greater_china,generalist,not_applicable,PC Securities Financial Group (PCSFG),subsidiary,,,,,,,,true,true,"1,4,9",inferred_from_name_or_parent,"The website indicates PC Securities is part of PCSFG and offers primarily liquid public securities, mutual funds, bonds, and some fund-of-funds products, with no mention of private equity or private credit, so illiquid book likelihood is low.",website,,data\firm_pages\BDC354.md,2026-05-28T13:40:02Z,v2-2026-05-27,,probable,,,,,,
BDD344,GRE Investment Advisors Limited,https://www.gre-inv.com,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T08:16:32Z,v2-2026-05-27,,not_found,,,,,,
BDD356,BG Asset Management Limited,http://www.bgfinancial.com.hk/,high_confidence,active,multi,mixed,,medium,,,greater_china,generalist,not_applicable,广西北部湾国际港务集团 (Guangxi Beibu Gulf International Port Group),subsidiary,,,,,info@bgfh.com.hk,,info@bgfh.com.hk,false,true,"4,9",inferred_from_name_or_parent,"BG Asset Management is a subsidiary of BG Financial Holding, which is the offshore financial platform of Guangxi Beibu Gulf International Port Group. The site describes a full-service financial platform covering asset management, corporate finance, wealth management, and investment banking, but does not detail specific asset class breakdowns or AUM. Given the parent is a large state-owned port conglomerate, an illiquid book (e.g. infrastructure, real assets) is plausible but not confirmed; classified as medium. No private investment specialization is evident, and the asset management description is generic, so asset_classes set to multi and style mixed, with greater China focus inferred.",website,,data\firm_pages\BDD356.md,2026-05-28T04:48:10Z,v2-2026-05-27,,probable,,,,,,
